disno,dyindex,statea,namea,stateb,nameb,year,strtday,strtmnth,strtyr,endday,endmnth,endyear,outcome,settlmnt,fatlev,highact,hihost,recip,noinit,notarg,sideaa,revstata,revtypea,fatleva,highmcaa,hihosta,orignata,sideab,revstatb,revtypeb,fatlevb,highmcab,hihostb,orignatb,rolea,roleb,dyad_rolea,dyad_roleb,war,durindx,duration,cumdurat,mid5hiact,mid5hiacta,mid5hiactb,severity,severitya,severityb,ongo2014,new,change,changetype_1,changetype_2
27,27.009000778198242,265,GDR,220,FRN,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,0,1,0,0,0,7,3,0,4,2,3,1,0,1,77,77,13,13,7,96,96,49,0,0,0,0,0
27,27.010000228881836,220,FRN,290,POL,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0
27,27.010000228881836,290,POL,220,FRN,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0
27,27.01099967956543,220,FRN,315,CZE,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0
27,27.01099967956543,315,CZE,220,FRN,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0
27,27.011999130249023,220,FRN,365,RUS,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,1,2,3,1,3,0,1,77,77,13,7,13,96,49,96,0,0,0,0,0
27,27.011999130249023,365,RUS,220,FRN,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,1,1,0,0,0,7,3,0,3,2,3,1,0,1,77,77,13,13,7,96,96,49,0,0,0,0,0
27,27.01300048828125,260,GFR,265,GDR,1961,13,8,1961,28,10,1961,5,3,0,18,4,1,4,4,1,0,0,0,18,4,0,0,1,2,0,18,4,0,2,4,3,1,0,1,77,77,17,17,17,75,75,75,0,0,0,0,0
27,27.01300048828125,265,GDR,260,GFR,1961,13,8,1961,28,10,1961,5,3,0,18,4,1,4,4,0,1,2,0,18,4,0,1,0,0,0,18,4,0,4,2,1,3,0,1,77,77,17,17,17,75,75,75,0,0,0,0,0
27,27.013999938964844,260,GFR,290,POL,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0
27,27.013999938964844,290,POL,260,GFR,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0
27,27.014999389648438,260,GFR,315,CZE,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,1,0,0,0,7,3,0,0,0,0,0,7,3,0,2,4,1,3,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0
27,27.014999389648438,315,CZE,260,GFR,1961,18,10,1961,28,10,1961,5,3,0,7,3,0,4,4,0,0,0,0,7,3,0,1,0,0,0,7,3,0,4,2,3,1,0,1,11,11,7,7,7,49,49,49,0,0,0,0,0
27,27.016000747680664,260,GFR,365,RUS,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,1,0,0,0,7,3,0,0,1,2,0,15,4,1,2,3,3,1,0,1,77,77,13,7,13,96,49,96,0,0,0,0,0
27,27.016000747680664,365,RUS,260,GFR,1961,13,8,1961,28,10,1961,5,3,0,15,4,0,4,4,0,1,2,0,15,4,1,1,0,0,0,7,3,0,3,2,1,3,0,1,77,77,13,13,7,96,96,49,0,0,0,0,0
28,28.000999450683594,220,FRN,616,TUN,1961,19,7,1961,5,9,1961,6,1,3,18,4,0,1,1,0,0,0,1,18,4,1,1,1,2,3,15,4,1,3,1,3,1,0,1,49,49,17,17,13,75,75,96,0,0,0,0,0
28,28.000999450683594,616,TUN,220,FRN,1961,19,7,1961,5,9,1961,6,1,3,18,4,0,1,1,1,1,2,3,15,4,1,0,0,0,1,18,4,1,1,3,1,3,0,1,49,49,17,13,17,75,96,75,0,0,0,0,0
30,30.000999450683594,300,AUH,345,YUG,1908,6,10,1908,31,3,1909,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,1,0,18,4,1,3,1,3,1,0,1,87,87,17,17,17,75,75,75,0,0,0,0,0
30,30.000999450683594,300,AUH,345,YUG,1909,6,10,1908,31,3,1909,3,1,0,18,4,1,1,1,0,0,0,-9,18,4,1,1,1,1,-9,18,4,1,3,1,3,1,0,2,91,178,17,17,17,75,75,75,0,0,0,0,0
30,30.000999450683594,345,YUG,300,AUH,1908,6,10,1908,31,3,1909,0,0,0,18,4,1,1,1,1,1,1,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,87,87,17,17,17,75,75,75,0,0,0,0,0
30,30.000999450683594,345,YUG,300,AUH,1909,6,10,1908,31,3,1909,4,1,0,18,4,1,1,1,1,1,1,-9,18,4,1,0,0,0,-9,18,4,1,1,3,1,3,0,2,91,178,17,17,17,75,75,75,0,0,0,0,0
31,31.000999450683594,2,USA,710,CHN,1900,30,5,1900,16,8,1900,1,2,6,22,5,1,8,1,1,0,0,2,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,1,79,79,20,20,20,100,100,100,0,0,0,0,0
31,31.000999450683594,710,CHN,2,USA,1900,30,5,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,0,0,2,22,5,1,3,1,3,1,1,1,79,79,20,20,20,100,100,100,0,0,0,0,0
31,31.00200080871582,200,UKG,710,CHN,1900,30,5,1900,16,8,1900,1,2,6,22,5,1,8,1,1,1,2,2,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,1,79,79,20,20,20,100,100,100,0,0,0,0,0
31,31.00200080871582,710,CHN,200,UKG,1900,30,5,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,1,2,2,22,5,1,3,1,3,1,1,1,79,79,20,20,20,100,100,100,0,0,0,0,0
31,31.003000259399414,220,FRN,710,CHN,1900,30,5,1900,16,8,1900,1,2,6,22,5,1,8,1,1,0,0,2,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,1,79,79,20,20,20,100,100,100,0,0,0,0,0
31,31.003000259399414,710,CHN,220,FRN,1900,30,5,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,0,0,2,22,5,1,3,1,3,1,1,1,79,79,20,20,20,100,100,100,0,0,0,0,0
31,31.003999710083008,255,GMY,710,CHN,1900,30,5,1900,16,8,1900,1,2,6,19,4,1,8,1,1,0,0,2,19,4,1,0,0,0,6,18,4,1,1,3,1,3,0,1,79,79,16,16,17,65,65,75,0,0,0,0,0
31,31.003999710083008,710,CHN,255,GMY,1900,30,5,1900,16,8,1900,2,2,6,19,4,1,8,1,0,0,0,6,18,4,1,1,0,0,2,19,4,1,3,1,3,1,0,1,79,79,16,17,16,65,75,65,0,0,0,0,0
31,31.0049991607666,300,AUH,710,CHN,1900,30,5,1900,16,8,1900,1,2,6,19,4,1,8,1,1,0,0,1,19,4,1,0,0,0,6,18,4,1,1,3,1,3,0,1,79,79,16,16,17,65,65,75,0,0,0,0,0
31,31.0049991607666,710,CHN,300,AUH,1900,30,5,1900,16,8,1900,2,2,6,19,4,1,8,1,0,0,0,6,18,4,1,1,0,0,1,19,4,1,3,1,3,1,0,1,79,79,16,17,16,65,75,65,0,0,0,0,0
31,31.006000518798828,325,ITA,710,CHN,1900,30,5,1900,16,8,1900,1,2,6,19,4,1,8,1,1,0,0,1,19,4,1,0,0,0,6,18,4,1,1,3,1,3,0,1,79,79,16,16,17,65,65,75,0,0,0,0,0
31,31.006000518798828,710,CHN,325,ITA,1900,30,5,1900,16,8,1900,2,2,6,19,4,1,8,1,0,0,0,6,18,4,1,1,0,0,1,19,4,1,3,1,3,1,0,1,79,79,16,17,16,65,75,65,0,0,0,0,0
31,31.006999969482422,365,RUS,710,CHN,1900,30,5,1900,16,8,1900,1,2,6,22,5,1,8,1,1,1,2,4,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,1,79,79,20,20,20,100,100,100,0,0,0,0,0
31,31.006999969482422,710,CHN,365,RUS,1900,30,5,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,1,2,4,22,5,1,3,1,3,1,1,1,79,79,20,20,20,100,100,100,0,0,0,0,0
31,31.007999420166016,710,CHN,740,JPN,1900,30,5,1900,16,8,1900,2,2,6,22,5,1,8,1,0,0,0,6,22,5,1,1,1,2,5,22,5,1,3,1,3,1,1,1,79,79,20,20,20,100,100,100,0,0,0,0,0
31,31.007999420166016,740,JPN,710,CHN,1900,30,5,1900,16,8,1900,1,2,6,22,5,1,8,1,1,1,2,5,22,5,1,0,0,0,6,22,5,1,1,3,1,3,1,1,79,79,20,20,20,100,100,100,0,0,0,0,0
38,38.000999450683594,2,USA,200,UKG,1837,29,12,1837,5,1,1838,0,0,0,19,4,0,1,1,0,0,0,0,7,3,1,1,1,2,0,19,4,1,3,1,3,1,0,1,3,3,16,7,16,65,49,65,0,0,0,0,0
38,38.000999450683594,2,USA,200,UKG,1838,29,12,1837,5,1,1838,5,3,0,19,4,0,1,1,0,0,0,0,7,3,1,1,1,2,0,19,4,1,3,1,3,1,0,2,6,9,16,7,16,65,49,65,0,0,0,0,0
38,38.000999450683594,200,UKG,2,USA,1837,29,12,1837,5,1,1838,0,0,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,7,3,1,1,3,1,3,0,1,3,3,16,16,7,65,65,49,0,0,0,0,0
38,38.000999450683594,200,UKG,2,USA,1838,29,12,1837,5,1,1838,5,3,0,19,4,0,1,1,1,1,2,0,19,4,1,0,0,0,0,7,3,1,1,3,1,3,0,2,6,9,16,16,7,65,65,49,0,0,0,0,0
40,40.000999450683594,710,CHN,740,JPN,1928,10,4,1928,18,11,1928,3,1,3,18,4,0,1,1,0,0,0,3,18,4,1,1,0,0,1,16,4,1,3,1,3,1,0,1,223,223,17,17,14,75,75,84,0,0,0,0,0
40,40.000999450683594,740,JPN,710,CHN,1928,10,4,1928,18,11,1928,4,1,3,18,4,0,1,1,1,0,0,1,16,4,1,0,0,0,3,18,4,1,1,3,1,3,0,1,223,223,17,14,17,75,84,75,0,0,0,0,0
41,41.000999450683594,365,RUS,710,CHN,1929,27,5,1929,3,12,1929,1,1,6,22,5,1,1,1,0,0,0,3,22,5,1,1,0,0,6,22,5,1,3,1,3,1,1,1,191,191,20,20,20,100,100,100,0,0,1,0,0
41,41.000999450683594,710,CHN,365,RUS,1929,27,5,1929,3,12,1929,2,1,6,22,5,1,1,1,1,0,0,6,22,5,1,0,0,0,3,22,5,1,1,3,1,3,1,1,191,191,20,20,20,100,100,100,0,0,1,0,0
43,43.000999450683594,255,GMY,710,CHN,1897,14,11,1897,6,3,1898,0,0,0,18,4,1,1,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,1,48,48,17,17,17,75,75,75,0,0,0,0,0
43,43.000999450683594,255,GMY,710,CHN,1898,14,11,1897,6,3,1898,1,1,0,18,4,1,1,1,1,1,2,0,18,4,1,0,0,0,0,18,4,1,1,3,1,3,0,2,66,114,17,17,17,75,75,75,0,0,0,0,0
43,43.000999450683594,710,CHN,255,GMY,1897,14,11,1897,6,3,1898,0,0,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,1,48,48,17,17,17,75,75,75,0,0,0,0,0
43,43.000999450683594,710,CHN,255,GMY,1898,14,11,1897,6,3,1898,2,1,0,18,4,1,1,1,0,0,0,0,18,4,1,1,1,2,0,18,4,1,3,1,3,1,0,2,66,114,17,17,17,75,75,75,0,0,0,0,0
50,50.000999450683594,2,USA,365,RUS,1954,4,8,1954,8,8,1954,5,3,0,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,0,8,3,0,1,4,3,1,0,1,5,5,7,7,7,49,49,49,0,0,0,0,0
50,50.000999450683594,365,RUS,2,USA,1954,4,8,1954,8,8,1954,5,3,0,8,3,0,3,2,0,1,1,0,8,3,0,1,1,1,0,8,3,1,4,1,1,3,0,1,5,5,7,7,7,49,49,49,0,0,0,0,0
50,50.00199890136719,2,USA,710,CHN,1953,11,2,1953,19,1,1956,0,0,0,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,0,8,3,1,1,3,1,3,0,1,324,324,7,7,7,49,49,49,0,0,0,0,0
50,50.00199890136719,2,USA,710,CHN,1954,11,2,1953,19,1,1956,0,0,0,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,0,8,3,1,1,3,1,3,0,2,365,689,7,7,7,49,49,49,0,0,0,0,0
50,50.00199890136719,2,USA,710,CHN,1955,11,2,1953,19,1,1956,0,0,0,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,0,8,3,1,1,3,1,3,0,3,365,1054,7,7,7,49,49,49,0,0,0,0,0
50,50.00199890136719,2,USA,710,CHN,1956,11,2,1953,19,1,1956,5,3,2,8,3,0,3,2,1,1,1,0,8,3,1,0,1,1,2,8,3,1,1,3,1,3,0,4,20,1074,7,7,7,49,49,49,0,0,0,0,0
50,50.00199890136719,710,CHN,2,USA,1953,11,2,1953,19,1,1956,0,0,0,8,3,0,3,2,0,1,1,0,8,3,1,1,1,1,0,8,3,1,3,1,3,1,0,1,324,324,7,7,7,49,49,49,0,0,0,0,0
50,50.00199890136719,710,CHN,2,USA,1954,11,2,1953,19,1,1956,0,0,0,8,3,0,3,2,0,1,1,0,8,3,1,1,1,1,0,8,3,1,3,1,3,1,0,2,365,689,7,7,7,49,49,49,0,0,0,0,0
50,50.00199890136719,710,CHN,2,USA,1955,11,2,1953,19,1,1956,0,0,0,8,3,0,3,2,0,1,1,0,8,3,1,1,1,1,0,8,3,1,3,1,3,1,0,3,365,1054,7,7,7,49,49,49,0,0,0,0,0
50,50.00199890136719,710,CHN,2,USA,1956,11,2,1953,19,1,1956,5,3,2,8,3,0,3,2,0,1,1,2,8,3,1,1,1,1,0,8,3,1,3,1,3,1,0,4,20,1074,7,7,7,49,49,49,0,0,0,0,0
50,50.00299835205078,365,RUS,732,ROK,1954,4,2,1954,8,8,1954,5,3,0,8,3,0,3,2,0,1,1,0,8,3,0,1,1,1,0,2,2,0,4,2,1,3,0,1,186,186,7,7,1,49,49,30,0,0,0,0,0
50,50.00299835205078,732,ROK,365,RUS,1954,4,2,1954,8,8,1954,5,3,0,8,3,0,3,2,1,1,1,0,2,2,0,0,1,1,0,8,3,0,2,4,3,1,0,1,186,186,7,1,7,49,30,49,0,0,0,0,0
50,50.00400161743164,710,CHN,713,TAW,1953,11,2,1953,19,1,1956,0,0,0,19,4,1,3,2,0,1,1,0,18,4,1,1,1,1,0,19,4,1,3,1,3,1,0,1,324,324,16,17,16,65,75,65,0,0,1,0,0
50,50.00400161743164,710,CHN,713,TAW,1954,11,2,1953,19,1,1956,0,0,0,22,5,1,3,2,0,1,1,0,22,5,1,1,1,1,0,22,5,1,3,1,3,1,1,2,365,689,20,20,20,100,100,100,0,0,1,0,0
50,50.00400161743164,710,CHN,713,TAW,1955,11,2,1953,19,1,1956,0,0,0,22,5,1,3,2,0,1,1,0,22,5,1,1,1,1,0,22,5,1,3,1,3,1,1,3,365,1054,20,20,20,100,100,100,0,0,1,0,0
50,50.00400161743164,710,CHN,713,TAW,1956,11,2,1953,19,1,1956,1,1,6,19,4,1,3,2,0,1,1,5,18,4,1,1,1,1,6,19,4,1,3,1,3,1,0,4,20,1074,16,17,16,65,75,65,0,0,1,0,0
50,50.00400161743164,713,TAW,710,CHN,1953,11,2,1953,19,1,1956,0,0,0,19,4,1,3,2,1,1,1,0,19,4,1,0,1,1,0,18,4,1,1,3,1,3,0,1,324,324,16,16,17,65,65,75,0,0,1,0,0
50,50.00400161743164,713,TAW,710,CHN,1954,11,2,1953,19,1,1956,0,0,0,22,5,1,3,2,1,1,1,0,22,5,1,0,1,1,0,22,5,1,1,3,1,3,1,2,365,689,20,20,20,100,100,100,0,0,1,0,0
50,50.00400161743164,713,TAW,710,CHN,1955,11,2,1953,19,1,1956,0,0,0,22,5,1,3,2,1,1,1,0,22,5,1,0,1,1,0,22,5,1,1,3,1,3,1,3,365,1054,20,20,20,100,100,100,0,0,1,0,0
50,50.00400161743164,713,TAW,710,CHN,1956,11,2,1953,19,1,1956,2,2,6,19,4,1,3,2,1,1,1,6,19,4,1,0,1,1,5,18,4,1,1,3,1,3,0,4,20,1074,16,16,17,65,65,75,0,0,1,0,0
50,50.005001068115234,710,CHN,732,ROK,1953,13,2,1953,13,2,1953,5,3,2,18,4,0,3,2,0,1,1,2,18,4,1,1,1,1,0,2,2,0,3,2,3,1,0,1,1,1,17,17,1,75,75,30,0,0,0,0,0
50,50.005001068115234,732,ROK,710,CHN,1953,13,2,1953,13,2,1953,5,3,2,18,4,0,3,2,1,1,1,0,2,2,0,0,1,1,2,18,4,1,2,3,1,3,0,1,1,1,17,1,17,75,30,75,0,0,0,0,0
51,51.000999450683594,2,USA,710,CHN,1950,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,1,93,93,20,20,20,100,100,100,0,0,1,0,0
51,51.000999450683594,2,USA,710,CHN,1951,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,2,365,458,20,20,20,100,100,100,0,0,1,0,0
51,51.000999450683594,2,USA,710,CHN,1952,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,3,366,824,20,20,20,100,100,100,0,0,1,0,0
51,51.000999450683594,2,USA,710,CHN,1953,30,9,1950,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,6,22,5,0,1,0,0,6,22,5,0,4,2,1,3,1,4,209,1033,20,20,20,100,100,100,0,0,1,0,0
51,51.000999450683594,710,CHN,2,USA,1950,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,1,93,93,20,20,20,100,100,100,0,0,1,0,0
51,51.000999450683594,710,CHN,2,USA,1951,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,2,365,458,20,20,20,100,100,100,0,0,1,0,0
51,51.000999450683594,710,CHN,2,USA,1952,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,3,366,824,20,20,20,100,100,100,0,0,1,0,0
51,51.000999450683594,710,CHN,2,USA,1953,30,9,1950,27,7,1953,5,1,6,22,5,0,2,17,1,0,0,6,22,5,0,0,0,0,6,22,5,0,2,4,3,1,1,4,209,1033,20,20,20,100,100,100,0,0,1,0,0
51,51.00199890136719,2,USA,731,PRK,1950,27,6,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,1,1,188,188,20,20,20,100,100,100,0,0,1,0,0
51,51.00199890136719,2,USA,731,PRK,1951,27,6,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,1,2,365,553,20,20,20,100,100,100,0,0,1,0,0
51,51.00199890136719,2,USA,731,PRK,1952,27,6,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,1,3,366,919,20,20,20,100,100,100,0,0,1,0,0
51,51.00199890136719,2,USA,731,PRK,1953,27,6,1950,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,6,22,5,0,1,1,1,6,22,5,1,4,1,1,3,1,4,209,1128,20,20,20,100,100,100,0,0,1,0,0
51,51.00199890136719,731,PRK,2,USA,1950,27,6,1950,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,3,1,1,1,188,188,20,20,20,100,100,100,0,0,1,0,0
51,51.00199890136719,731,PRK,2,USA,1951,27,6,1950,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,3,1,1,2,365,553,20,20,20,100,100,100,0,0,1,0,0
51,51.00199890136719,731,PRK,2,USA,1952,27,6,1950,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,3,1,1,3,366,919,20,20,20,100,100,100,0,0,1,0,0
51,51.00199890136719,731,PRK,2,USA,1953,27,6,1950,27,7,1953,5,1,6,22,5,0,2,17,1,1,1,6,22,5,1,0,0,0,6,22,5,0,1,4,3,1,1,4,209,1128,20,20,20,100,100,100,0,0,1,0,0
51,51.00299835205078,20,CAN,710,CHN,1950,30,9,1950,27,7,1953,0,0,0,12,3,0,2,17,0,0,0,0,12,3,0,1,0,0,0,0,1,0,4,2,1,3,0,1,93,93,10,10,0,82,82,100,0,0,1,0,0
51,51.00299835205078,20,CAN,710,CHN,1951,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,2,365,458,20,20,20,100,100,100,0,0,1,0,0
51,51.00299835205078,20,CAN,710,CHN,1952,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,3,366,824,20,20,20,100,100,100,0,0,1,0,0
51,51.00299835205078,20,CAN,710,CHN,1953,30,9,1950,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,4,22,5,0,1,0,0,6,22,5,0,4,2,1,3,1,4,209,1033,20,20,20,100,100,100,0,0,1,0,0
51,51.00299835205078,710,CHN,20,CAN,1950,30,9,1950,27,7,1953,0,0,0,12,3,0,2,17,1,0,0,0,0,1,0,0,0,0,0,12,3,0,2,4,3,1,0,1,93,93,10,0,10,82,82,82,0,0,1,0,0
51,51.00299835205078,710,CHN,20,CAN,1951,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,2,365,458,20,20,20,100,100,100,0,0,1,0,0
51,51.00299835205078,710,CHN,20,CAN,1952,30,9,1950,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,3,366,824,20,20,20,100,100,100,0,0,1,0,0
51,51.00299835205078,710,CHN,20,CAN,1953,30,9,1950,27,7,1953,5,1,6,22,5,0,2,17,1,0,0,6,22,5,0,0,0,0,4,22,5,0,2,4,3,1,1,4,209,1033,20,20,20,100,100,100,0,0,1,0,0
51,51.00400161743164,20,CAN,731,PRK,1950,29,6,1950,27,7,1953,0,0,0,12,3,0,2,17,0,0,0,0,12,3,0,1,1,1,0,0,1,1,4,1,1,3,0,1,186,186,10,10,0,82,82,82,0,0,1,0,0
51,51.00400161743164,20,CAN,731,PRK,1951,29,6,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,1,2,365,551,20,20,20,100,100,100,0,0,1,0,0
51,51.00400161743164,20,CAN,731,PRK,1952,29,6,1950,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,1,3,366,917,20,20,20,100,100,100,0,0,1,0,0
51,51.00400161743164,20,CAN,731,PRK,1953,29,6,1950,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,4,22,5,0,1,1,1,6,22,5,1,4,1,1,3,1,4,209,1126,20,20,20,100,100,100,0,0,1,0,0
51,51.00400161743164,731,PRK,20,CAN,1950,29,6,1950,27,7,1953,0,0,0,12,3,0,2,17,1,1,1,0,12,3,1,0,0,0,0,12,3,0,1,4,3,1,0,1,186,186,10,10,10,82,82,82,0,0,1,0,0
51,51.00400161743164,731,PRK,20,CAN,1951,29,6,1950,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,3,1,1,2,365,551,20,20,20,100,100,100,0,0,1,0,0
51,51.00400161743164,731,PRK,20,CAN,1952,29,6,1950,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,3,1,1,3,366,917,20,20,20,100,100,100,0,0,1,0,0
51,51.00400161743164,731,PRK,20,CAN,1953,29,6,1950,27,7,1953,5,1,6,22,5,0,2,17,1,1,1,6,22,5,1,0,0,0,4,22,5,0,1,4,3,1,1,4,209,1126,20,20,20,100,100,100,0,0,1,0,0
51,51.005001068115234,100,COL,710,CHN,1951,6,6,1951,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,1,209,209,20,20,20,100,100,100,0,0,1,0,0
51,51.005001068115234,100,COL,710,CHN,1952,6,6,1951,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,0,0,0,22,5,0,4,2,1,3,1,2,366,575,20,20,20,100,100,100,0,0,1,0,0
51,51.005001068115234,100,COL,710,CHN,1953,6,6,1951,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,3,22,5,0,1,0,0,6,22,5,0,4,2,1,3,1,3,209,784,20,20,20,100,100,100,0,0,1,0,0
51,51.005001068115234,710,CHN,100,COL,1951,6,6,1951,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,1,209,209,20,20,20,100,100,100,0,0,1,0,0
51,51.005001068115234,710,CHN,100,COL,1952,6,6,1951,27,7,1953,0,0,0,22,5,0,2,17,1,0,0,0,22,5,0,0,0,0,0,22,5,0,2,4,3,1,1,2,366,575,20,20,20,100,100,100,0,0,1,0,0
51,51.005001068115234,710,CHN,100,COL,1953,6,6,1951,27,7,1953,5,1,6,22,5,0,2,17,1,0,0,6,22,5,0,0,0,0,3,22,5,0,2,4,3,1,1,3,209,784,20,20,20,100,100,100,0,0,1,0,0
51,51.00600051879883,100,COL,731,PRK,1951,6,6,1951,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,1,1,209,209,20,20,20,100,100,100,0,0,1,0,0
51,51.00600051879883,100,COL,731,PRK,1952,6,6,1951,27,7,1953,0,0,0,22,5,0,2,17,0,0,0,0,22,5,0,1,1,1,0,22,5,1,4,1,1,3,1,2,366,575,20,20,20,100,100,100,0,0,1,0,0
51,51.00600051879883,100,COL,731,PRK,1953,6,6,1951,27,7,1953,5,1,6,22,5,0,2,17,0,0,0,3,22,5,0,1,1,1,6,22,5,1,4,1,1,3,1,3,209,784,20,20,20,100,100,100,0,0,1,0,0
51,51.00600051879883,731,PRK,100,COL,1951,6,6,1951,27,7,1953,0,0,0,22,5,0,2,17,1,1,1,0,22,5,1,0,0,0,0,22,5,0,1,4,3,1,1,1,209,209,20,20,20,100,100,100,0,0,1,0,0
